,ite_item_title,item_pair,score_similarida
748,tênis preto casual feminino flatform lançamento tendência,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
749,tênis fila d- formation preto 909951,tenis polo ralph lauren modelo cantor low branco masculino,0.2
750,sapatenis molekinho 2820.103 masculino infantil promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
751,sapatilha mtb absolute luna ii fem cza + tacos mtb promoção,sapatenis polo plus original tenis slip on + cinto promocao,0.1
752,sapatenis pegada em couro nobuck 118103-05 marinho yatch ,sapatenis casual masculino estiloso 24horas conforto qualida,0.1111111111111111
753,smart tv samsung series 8 un58tu7000gxzd led 4k 58  100v/240v,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.3
754,sapatilha ciclismo bike absolute mtb prime preto tam 42br,tenis moleca moving 5632100 tratorado preto original oferta ,0.1111111111111111
755,tênis caterpillar camuflado adventure couro palmilha em gel,tenis polo ralph lauren modelo cantor low branco masculino,0.125
756,sapatilha ciclismo sidi road alba 2 black,sapatilha giro savix preto brilhante,0.16666666666666666
757,tenis de borracha feminino slip on plataforma ref: 864,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
758,bicicleta blitz gávea híbrida 29 preto 15,bicicleta caloi andes aro 26 21v,0.14285714285714285
759,kit 3 pares tenis masculino  top + relogio + frete gratis,tenis polo ralph lauren modelo cantor low branco masculino,0.25
760,bicicleta aro 26 tuff preto 21v freio a disco aros branco,tenis polo ralph lauren modelo cantor low branco masculino,0.1
761,tênis infantil caminhada confortavel feminino olympikus saga,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
762,tenis mizuno wave inspire 14 original,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
763,tênis feminino esportivo diadora tam35,tenis polo ralph lauren modelo cantor low branco masculino,0.2
764,tênis feminino branco/preto pedrarias blogueira casual,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
765,tenis molekinho menino estampa - 2609.105,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
766,sapatenis casual infantil masculino menino promoção 2550-771,tenis polo ralph lauren modelo cantor low branco masculino,0.125
767,tênis original ultraboost stella mccartney (usado poucas vez,tenis polo ralph lauren modelo cantor low branco masculino,0.125
768,tênis hocks nuv black/white - preto/branco,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
769,tenis esportivo para caminhada tenis pra corrida esportes,tenis polo ralph lauren modelo cantor low branco masculino,0.125
770,tênis confortável feminino jogging preto mississipi q4471,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
771,tênis feminino slip on sapatenis casual nova tendencia moda,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
772,tenis actvitta casual feminino,tenis polo ralph lauren modelo cantor low branco masculino,0.25
773,tênis masculino têxtil branco - colcci,tenis polo ralph lauren modelo cantor low branco masculino,0.6
774,tênis via marte chunky slip on knit meia ,tenis polo ralph lauren modelo cantor low branco masculino,0.125
775,tênis novopé neoprene 100n262 among us,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
776,kit 2 pares de tênis infantil masculino escola leve - as257,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
777,tênis feminino suzzara,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
778,tênis feminino em promoção moleca plataforma tressê oferta!,tenis polo ralph lauren modelo cantor low branco masculino,0.125
779,tênis de led infantil skechers twinkle toes round trips rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.1
780,sapatênis masculino freeway promoção phanton,tenis polo ralph lauren modelo cantor low branco masculino,0.2
781,tênis usthemp slip-on temático - lulu da pomerânia,tenis polo ralph lauren modelo cantor low branco masculino,0.125
782,tênis couro cravo & canela básico feminino - bege,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
783,bicicleta infantil groove t20 camuflada,tenis feminino infantil molekinha tie dye,0.2
784,tenis slip feminino preto vizzano leve lancamento,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
785,tênis dolce e gabanna - super king ¿,tenis polo ralph lauren modelo cantor low branco masculino,0.2
786,tv multilaser 32 hd smart led wifi hdmi c/conversor tl020,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.5
787,tênis molekinho,tenis polo ralph lauren modelo cantor low branco masculino,0.5
788,tênis masculino em couro ferracini sem cadarço ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
789,bicicleta  infantil styll baby motobike aro 12 com rodinhas,tenis feminino infantil molekinha tie dye,0.1111111111111111
790,kit 3 sapatênis infantil masculino casual dexshoes 2021,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
791,tênis feminino chunky via marte nobuck 20-13502 - 101701,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
792,tênis infantil masculino olympikus valente azul - 4361,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
793,tênis coca cola ,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
794,tênis molekinha casual baby - rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.2
795,tênis infantil feminino blogueirinha menina confortável  ,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
796,tênis infantil masculino game lançamento lindo,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
797,tv samsung un32fh4205gxzd olhe as imagens e descrição !!!,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.14285714285714285
798,tênis short vegano donuts goodies bakery usthemp,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
799,tênis feminino alpargata moleca,tenis polo ralph lauren modelo cantor low branco masculino,0.25
800,tenis feminino casual moleca lona preto,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
801,tenis feminino sapatenis confortavel couro legitimo mocassim,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
802,sapatenis masculino casual ortopédico em couro 608,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
803,slip on lavinne com brilho dourado ref-16.603,bicicleta para crianca com varias cores  e com garantia ,0.1111111111111111
804,sapatos esportivos malha masculina respirável leve antiderra,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.14285714285714285
805,tênis gambo baby velcro cristal ouro,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
806,tênis infantil masculino kiath jogging 217910,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
807,tênis via marte feminino dar sneakers salto alto creme,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
808,tv led cce ln24g,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.5
809,sapato mocassim infantil klin sider street - 157.011,tenis feminino infantil molekinha tie dye,0.125
810,semp toshiba le3278i diversas peças testadas - cenapp,tv 3d  47  full hd lg 47la7400 wi-fi  para retirada de pecas,0.14285714285714285
811,tenis cano alto botinha star wars dha vander black ,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
812,tv 26  lg 26le5300,bicicleta caloi andes aro 26 21v,0.25
813,tênis new balance masculino 574j preto corrida e academia,tenis polo ralph lauren modelo cantor low branco masculino,0.25
814,mulheres senhoras confortável wedge mesh tênis moda br 8082,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
815,tênis mizuno guardian 3 masc - 100% original com nota fiscal,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
816,sapatilha bontrager circuit preta ciclismo bicicleta speed ,bicicleta caloi andes aro 26 21v,0.14285714285714285
817,tênis de corrida casual masculino grande e leve [u],tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
818,mountain bike 29 dropp 27v freio hidraulico,bike specialized stumpjumper fsr expert,0.14285714285714285
819,tenis masculino casual oldsen academia esporte macio promoca,tenis polo ralph lauren modelo cantor low branco masculino,0.25
820,tênis slip on feminino nobuck confortável macio dia a dia,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
821,sapatenis tênis casual feminino zíper  kolosh c1299 preto,tenis polo ralph lauren modelo cantor low branco masculino,0.125
822,tenis mizuno masculino corrida jet 4 running leve original,tenis polo ralph lauren modelo cantor low branco masculino,0.25
823,tênis quiz feminino jogging esportivo lona maya 65-1887-03,tenis polo ralph lauren modelo cantor low branco masculino,0.1
824,tênis santa lolla plataforma,tenis polo ralph lauren modelo cantor low branco masculino,0.25
825,tênis adidas duramo sl m fy8113,tenis polo ralph lauren modelo cantor low branco masculino,0.2
826,tênis masculino bebê kids xadrez/vermelho botinho b216d,tenis polo ralph lauren modelo cantor low branco masculino,0.25
827,tenis infantil cano alto botinha branco estrela,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
828,sapatenis olympikus branco only 2 masculino - original,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
829,tênis rainha vl 2500 unissex futsal volei cinza c/ preto,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
830,tênis infantil molekinho s/ cadarço menino,tenis polo ralph lauren modelo cantor low branco masculino,0.2
831,chuteira pro soccer society masculino - marinho e azul,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
832,tênis masculino e feminino de corrida ,tenis polo ralph lauren modelo cantor low branco masculino,0.4
833,tênis para academia / caminhada original esportivo,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
834,tenis infantil feminino meia elástico calce fácil leve moda,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
835,tenis gasparini napa branco,tenis polo ralph lauren modelo cantor low branco masculino,0.5
836,tênis infantil jogging feminino sola leve macio lançamento,tenis polo ralph lauren modelo cantor low branco masculino,0.125
837,sapatênis infantil sanremo kids id100,tenis feminino infantil molekinha tie dye,0.2
838,tênis olympikus anyway 2 feminino - vermelho,tenis polo ralph lauren modelo cantor low branco masculino,0.2
839,tenis feminino levinho para academia e caminhada,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
840,"calçado soft works em eva branco clínica, cozinha, açougue",tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
841,tênis casual feminino rosê com glitter rosê cadarço confort,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
842,tenis chunky feminino via marte 20-14909,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
843,tênis qix 80s,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
844,tenis original usado 2 vezes n43,tenis polo ralph lauren modelo cantor low branco masculino,0.2
845,tênis infantil bibi roller 2.0 feminino rosa poa 1155020,tenis polo ralph lauren modelo cantor low branco masculino,0.125
846,tênis calçado masculino café textura têxtil c/ relogio dubuy,tenis polo ralph lauren modelo cantor low branco masculino,0.25
847, sapatenis casual masculino tenis sapato tenis infantil 12x,tenis polo ralph lauren modelo cantor low branco masculino,0.25
848,tênis slip on esportivo feminino actvitta 4202.218 conforto,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
849,tênis flatform com cadarço +barato,tenis polo ralph lauren modelo cantor low branco masculino,0.2
850,tênis converse all star point star - branco l166,tenis polo ralph lauren modelo cantor low branco masculino,0.25
851,tênis infantil slip on calce fácil confortável leve as130,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
852,tênis feminino casual sapatenis flat feminino lindo promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.125
853,tênis masculino sapatenis branco em couro rafarillo casual,tenis polo ralph lauren modelo cantor low branco masculino,0.375
854,bicicleta mountain bike soul black - aro 26 - 21 mar,bicicleta caloi andes aro 26 21v,0.3333333333333333
855,tênis masculino adidas galaxy 5 azul corrida original + nf,tenis polo ralph lauren modelo cantor low branco masculino,0.25
856,bicicleta de carga kids - ecocase (cb015),bicicleta caloi andes aro 26 21v,0.16666666666666666
857,tenis adidas grand court base feminino - original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
858,tenis mizuno hawk 3  -100% original com nfe,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
859,tênis feminino academia caminhada confortável e macio 02,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
860,tênis öus gratcho preto branco o.e,tenis polo ralph lauren modelo cantor low branco masculino,0.4
861,caloi sk esporte,bicicleta caloi andes aro 26 21v,0.3333333333333333
862,tênis colcci floater - lançamento - preto,tenis polo ralph lauren modelo cantor low branco masculino,0.2
863,tênis usthemp amy collab - prospera 4,tenis polo ralph lauren modelo cantor low branco masculino,0.2
864,sapatilha mattos racing ttr mtb bike ciclismo preto  tam 38,tenis moleca moving 5632100 tratorado preto original oferta ,0.1
865,tênis slip on via marte verde militar,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
866,tênis masculino trz lançamento conforto para caminhadastênis,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
867,tenis actvitta esportivo impermeavel feminino 4810.200 slip ,tenis polo ralph lauren modelo cantor low branco masculino,0.125
868,tennis plataforma lindo,lindo tenis ,0.3333333333333333
869,sapatênis slip on couro bovino nobuck azul forro de couro,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.1
870,tênis superstar super star lona vermelho cano médio promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
871,tênis infantil lilica rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.25
872,tenis feminino casual promocao leve star envio 24 horas,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
873,"tenis  casual modinha (detalhe coração) sola 3,3 cm",tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
874,tênis ars esportivo novo leve caminhada masculino feminino,tenis polo ralph lauren modelo cantor low branco masculino,0.25
875,sapatilha ciclismo mtb loilu preto lançamento 931,tenis moleca moving 5632100 tratorado preto original oferta ,0.14285714285714285
876,tenis adidas perfecta casual urbano tênis casual cadarços,tenis polo ralph lauren modelo cantor low branco masculino,0.125
877,tênis feminino actvitta calce facil slip-on lançamento m24,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
878,tênis infantil feminino masculino macio e confortável,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
879,tênis usthemp clash temático - papagaio 2,tenis polo ralph lauren modelo cantor low branco masculino,0.2
880,sapatênis tênis feminino flay izabela araujo 101 branco,tenis polo ralph lauren modelo cantor low branco masculino,0.25
881,tênis tricot feminino usaflex caminhada,tenis polo ralph lauren modelo cantor low branco masculino,0.2
882,tenis mizuno azul masculino guardian 3 original lançamento,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
883,tênis mironelli confort feminino 61074,tenis polo ralph lauren modelo cantor low branco masculino,0.2
884,tênis sapatênis casual feminino selten,tenis polo ralph lauren modelo cantor low branco masculino,0.2
885,tênis olympikus saga feminino marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.2
886,tênis suzana santos 3459.50560 flat plataforma nude,tenis polo ralph lauren modelo cantor low branco masculino,0.125
887,tênis jogging masculino logus preto/vermelho - 20990p,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
888,tênis polo bhpf 301,tenis polo ralph lauren modelo cantor low branco masculino,0.5
889,132203-03 sandalia pegada couro anilina cravo,tenis em couro sapatenis solado preto ogochi masculino,0.14285714285714285
890,tenis slip on feminino preto torricella,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
891,sapatênis feminino tênis têndencia verão casual promoção ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
892,tenis de led masculino de velcro sonic shadow + chinelo,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
893,tênis modare feminino malha trico preto 7350,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
894,tênis ous phibo 2134 preto branco oe,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
895,tênis infantil molekinha molekinho 2524.316,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
896,tênis infantil masculino matrix klin 0249 vermelho e pret...,tenis polo ralph lauren modelo cantor low branco masculino,0.25
897,olympikus rumo tenis masc.,tenis polo ralph lauren modelo cantor low branco masculino,0.25
898,tênis infantil masculino ortopé dna flex,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
899,tênis under armour hovr apex (novo / original),tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
900,tenis all estrela white star cano alto botinha promoção ,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
901,botinha de academia treino feminino crossfit super estilo,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.25
902,sapatênis masculino preto em couro democrata clássico 151119,tenis polo ralph lauren modelo cantor low branco masculino,0.125
903,tênis asics gel pulse 10 feminino treino corrida original,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
904,tênis feminino caminhada corrida academia ,tenis polo ralph lauren modelo cantor low branco masculino,0.2
905,tênis freeday skate jump preto promoção envio imediato,tenis polo ralph lauren modelo cantor low branco masculino,0.125
906,tênis barbie infantil rosa feminino meninas promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
907,tenis slip on feminino moleca perfuro  5712.204 preto/nude,tenis polo ralph lauren modelo cantor low branco masculino,0.1
908,sapatilha ciclismo mtb usada - n° 35,sapatilha giro savix preto brilhante,0.16666666666666666
909,tênis fila racer for all feminino corrida - caminhada,tenis polo ralph lauren modelo cantor low branco masculino,0.125
910,tênis oakley halftrack 365  new khaki  100% original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
911,tênis miranda branco ara50050195 ,tenis polo ralph lauren modelo cantor low branco masculino,0.5
912,tenis feminino guide / 590 - olympikus (04) - cinza/coral,tenis polo ralph lauren modelo cantor low branco masculino,0.125
913,tênis meia john cricket amarelo preto,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
914,tênis ous guapo sarja marrom original frete grátis!!,tenis polo ralph lauren modelo cantor low branco masculino,0.125
915,tênis meia feminino confortável sem cadarço slpon elástico.,tenis polo ralph lauren modelo cantor low branco masculino,0.125
916,sapatenis masculino barato tenis sapato  oferta 30%off,tenis polo ralph lauren modelo cantor low branco masculino,0.25
917,tênis feminino conforto e pratico ana vitória frete grátis,tenis polo ralph lauren modelo cantor low branco masculino,0.125
918,tênis infantil masculino casual pé com pé sapatênis meninos,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
919,tenis klin masculino cravinho casual bege original,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
920,tênis slip on casual feminino calce fácil lançamento!,tenis polo ralph lauren modelo cantor low branco masculino,0.125
921,bike trek 3900 disc | quadro 19.5 | aro 26,bicicleta caloi andes aro 26 21v,0.25
922,tenis feminino original academia corrida leve envio imediato,tenis polo ralph lauren modelo cantor low branco masculino,0.125
923,sapatenis muler branco feminino enfermeira medica dentista  ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
924,sapatênis masculino couro legítimo ranster confortável gel,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
925,bicicleta aro 20 preta kit aero preto c/ acelerador cma3c,bicicleta caloi andes aro 26 21v,0.2222222222222222
926,tênis halftrack low white oakley,tenis polo ralph lauren modelo cantor low branco masculino,0.4
927,tenis feminino casual via marte 21-3224,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
928,tênis original reebok az azul cn4637,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
929,tênis olympikus feminino haze chumbo / rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
930,tenis adidas casual court bold feminino original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
931,bicicleta antiga monark ipanema aro 22,bicicleta caloi andes aro 26 21v,0.3333333333333333
932,tênis feminino sneaker flat vizzano,tenis polo ralph lauren modelo cantor low branco masculino,0.2
933,mississipi tenis croc,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
934,tênis feminino fox ten verniz casual 120 ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
935,tênis branco beat fiever masculino alok original,tenis polo ralph lauren modelo cantor low branco masculino,0.42857142857142855
936,sapatenis casual masculino tenis oferta para homens lindo ,tenis polo ralph lauren modelo cantor low branco masculino,0.25
937,tênis feminino couro branco bottero - 309501,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
938,tênis casual detalhe em strass kolosh serena - c0638a,tenis polo ralph lauren modelo cantor low branco masculino,0.125
939,tênis mizuno masculino dinasty 3 original - preto,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
940,tênis feminino babouche confortável kolosh k8486a preto,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
941,tênis feminino flatformm alto via marte cadarço confortável,tenis polo ralph lauren modelo cantor low branco masculino,0.125
942,slip on pampili nalu  658.028 658.028,sapatenis polo plus original tenis slip on + cinto promocao,0.25
943,tênis infantil feminino com brinde bolsinha  full,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
944,calçados esportivos casuais sapatos brancos masculinos,tenis mizuno masculinos prophecy pro 7 + frete gratis,0.16666666666666666
945,bicicleta amarela feminina infantil big fat ultra bikes,tenis feminino infantil molekinha tie dye,0.125
946,tênis feminino qix skate queens classic original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
947,tênis pampili infantil feminino 476010,tenis polo ralph lauren modelo cantor low branco masculino,0.2
948,tênis feminino sneaker chunky blogueirinha azul floral,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
949,tênis feminino casual beira rio 4196.1015,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
950,kit 2 por 1 tênis feminino última tendência exclusiva,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
951,smart tv lg 50  4k ia 50un731cosc,kit2 par oakley masculino original envio ja black friday 50%,0.14285714285714285
952,tênis oakley flak 365 masculino - 12200br-01k,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
953,tenis dg porto preto tigre t.elaine,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
954,sapatilha mtb ciclismo absolute wild ii preta 42br,sapatilha giro savix preto brilhante,0.125
955,sapatilha giro herraduro mtb bike bicicleta tam. 46 brasil,bicicleta caloi andes aro 26 21v,0.1111111111111111
956,tênis ultraleve olympikus feminino knit 130 gramas,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
957,tenis menina-sapatenis-modinha-casual-bordado ,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
958,sapatenis masculino iate tenis mocassim lançamento,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
959,tênis meia adulto/infantil confortável dj marshmallow top,tenis polo ralph lauren modelo cantor low branco masculino,0.125
960,tênis masculino preto e branco conforto 15008,tenis polo ralph lauren modelo cantor low branco masculino,0.5
961,tênis 3146146 calvin klein te631 3146146,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
962,tênis qix allan mesquita infantil preto total original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
963,sapatênis (sapato) lançamento 2020 ,sapatenis casual masculino estiloso 24horas conforto qualida,0.25
964,mizuno pro x cor nova,tenis nike revolution 5 masculino cor azul,0.25
965,tênis usthemp pepper temático - vaca 2,tenis polo ralph lauren modelo cantor low branco masculino,0.2
966,"smart tv 4k samsung neo qled 65 , alexa e wi-fi",smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.4
967,tenis masculino asics gel lyte v pastel original,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
968,kit 3 pares de tenis masculino da polo way lançamento barato,tenis polo ralph lauren modelo cantor low branco masculino,0.3
969,tenis masculino sapatenis original couro leve e confortável ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
970,tenis dg g3 porto animal print unissex platina,tenis polo ralph lauren modelo cantor low branco masculino,0.125
971,black friday tenis infantil black friday tenis promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.125
972,bicicleta infantil athor charmy aro 20,tenis feminino infantil molekinha tie dye,0.16666666666666666
973,bicicleta nathor flower 12,bicicleta caloi andes aro 26 21v,0.25
974,tenis plataforma gasparini 3917 bege,tenis polo ralph lauren modelo cantor low branco masculino,0.2
975,tênis via marte casual feminino plataforma - 20-12808 preto,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
976,tênis dc court graffik tx black/grey,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
977,sapato infantil led patrulha canina personagem paw patrol,tenis feminino infantil molekinha tie dye,0.125
978,tênis lincy marinho/pink ref: i002,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
979,tenis ciclista sapatilha mtb +meião preto +relógio digital,tenis polo ralph lauren modelo cantor low branco masculino,0.125
980,tênis taylor slip on casual clas feminino masculino original,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
981,tênis molekinha infantil preto em napa 2524-306,tenis polo ralph lauren modelo cantor low branco masculino,0.125
982,tênis vesture sola pedraria feminino,tenis polo ralph lauren modelo cantor low branco masculino,0.2
983,tênis casual feminino beira rio 41941316 - envio 24h,tenis polo ralph lauren modelo cantor low branco masculino,0.125
984,tênis olympikus masculino legacy  774 verde militar,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
985,tênis meia branco masculino 37 ao 48 confortável,tenis polo ralph lauren modelo cantor low branco masculino,0.375
986,bicicleta mountain bike tsw jump sr 10v 21/22 tam 21 pto/ama,bicicleta caloi andes aro 26 21v,0.07692307692307693
987,tênis masculino de couro legítimo casual urbano eagle fly,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
988,tênis anime naruto sage e sabio pronta entrega oferta top!!,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
989,bicicleta 26 kls free gold freio v-brake,bicicleta caloi andes aro 26 21v,0.2857142857142857
990, tênis coca cola original lançamento ella cc1852,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
991,cavalera- par de tênis masculino ref: 299-60,tenis polo ralph lauren modelo cantor low branco masculino,0.25
992,tênis masculino actvitta - 4906102 -  caminhada academia,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
993,specialized stumpjumper comp fsr full ,bike specialized stumpjumper fsr expert,0.6
994,antigo tenis conga bico largo branco 38 = 37 atual anos 80 ,tenis polo ralph lauren modelo cantor low branco masculino,0.18181818181818182
995,sapatilha cicloturismo giro gauge + pedal shimano m520,sapatilha giro savix preto brilhante,0.2857142857142857
996,tênis feminino mulheres urbano all star botinha novidade ,tenis polo ralph lauren modelo cantor low branco masculino,0.125
997,tênis nike sb port more wafer homem preto / verde,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
998,pneus mtb mitas aro 29,bicicleta caloi andes aro 26 21v,0.2
999,tênis cano alto infantil feminino streetcal casual 059002,tenis polo ralph lauren modelo cantor low branco masculino,0.125
1000,tênis feminino edge footwear summer m,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1001,tênis anvil la se dc shoes,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
1002,tênis casual feminino com gliter,tenis polo ralph lauren modelo cantor low branco masculino,0.2
1003,bicicleta aro 29 vega 21v preto e amarelo 21,bicicleta caloi andes aro 26 21v,0.375
1004,bicicleta rose feminina muito linda!!!,bicicleta caloi andes aro 26 21v,0.2
1005, sapatenis masculino couro sintetico kit 3 pares dex,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
1006,tenis infantil com brinde menino club happy o mais vendido,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
1007,tênis infantil pampili xp rosa glacê (667.018),tenis polo ralph lauren modelo cantor low branco masculino,0.125
1008,tenis infantil masculino b menino atacado melhor do mercado,tenis polo ralph lauren modelo cantor low branco masculino,0.25
